275,16,4,3,SCENE III. The same.
276,16,4,4,SCENE IV. The same.
277,16,5,1,SCENE I. Milan. An abbey.
278,16,5,2,SCENE II. The same. The DUKE's palace.
279,16,5,3,SCENE III. The frontiers of Mantua. The forest.
280,16,5,4,SCENE IV. Another part of the forest.
281,17,1,1,SCENE I. Antechamber in LEONTES' palace.
282,17,1,2,SCENE II. A room of state in the same.
283,17,2,1,SCENE I. A room in LEONTES' palace.
284,17,2,2,SCENE II. A prison.
285,17,2,3,SCENE III. A room in LEONTES' palace.
286,17,3,1,SCENE I. A sea-port in Sicilia.
287,17,3,2,SCENE II. A court of Justice.
288,17,3,3,SCENE III. Bohemia. A desert country near the sea.
289,17,4,2,SCENE II. Bohemia. The palace of POLIXENES.
290,17,4,3,SCENE III. A road near the Shepherd's cottage.
291,17,4,4,SCENE IV. The Shepherd's cottage.
292,17,5,1,SCENE I. A room in LEONTES' palace.
293,17,5,2,SCENE II. Before LEONTES' palace.
294,17,5,3,SCENE III. A chapel in PAULINA'S house.
295,18,1,1,SCENE I. London. The palace.
296,18,1,2,SCENE II. London. An apartment of the Prince's.
297,18,1,3,SCENE III. London. The palace.
298,18,2,1,SCENE I. Rochester. An inn yard.
299,18,2,2,"SCENE II. The highway, near Gadshill."
300,18,2,3,SCENE III. Warkworth castle
301,18,2,4,"SCENE IV. The Boar's-Head Tavern, Eastcheap."
302,18,3,1,SCENE I. Bangor. The Archdeacon's house.
303,18,3,2,SCENE II. London. The palace.
304,18,4,1,SCENE I. The rebel camp near Shrewsbury.
305,18,4,2,SCENE II. A public road near Coventry.
306,18,4,3,SCENE III. The rebel camp near Shrewsbury.
307,18,4,4,SCENE IV. York. The ARCHBISHOP'S palace.
308,18,5,1,SCENE I. KING HENRY IV's camp near Shrewsbury.
309,18,5,2,SCENE II. The rebel camp.
310,18,5,3,SCENE III. Plain between the camps.
311,18,5,4,SCENE IV. Another part of the field.
312,18,5,5,SCENE V. Another part of the field.
313,19,0,0,Induction
314,19,1,1,SCENE I. The same.
315,19,1,2,SCENE II. London. A street.
316,19,1,3,SCENE III. York. The Archbishop's palace.
317,19,2,1,SCENE I. London. A street.
318,19,2,2,SCENE II. London. Another street.
319,19,2,3,SCENE III. Warkworth. Before the castle.
320,19,2,4,SCENE IV. London. The Boar's-head Tavern in Eastcheap.
321,19,3,1,SCENE I. Westminster. The palace.
322,19,3,2,SCENE II. Gloucestershire. Before SHALLOW'S house.
323,19,4,1,SCENE I. Yorkshire. Gaultree Forest.
324,19,4,2,SCENE II. Another part of the forest.
325,19,4,3,SCENE III. Another part of the forest.
326,19,4,4,SCENE IV. Westminster. The Jerusalem Chamber.
327,19,4,5,SCENE V. Another chamber.
328,19,5,1,SCENE I. Gloucestershire. SHALLOW'S house.
329,19,5,2,SCENE II. Westminster. The palace.
330,19,5,3,SCENE III. Gloucestershire. SHALLOW'S orchard.
331,19,5,4,SCENE IV. London. A street.
332,19,5,5,SCENE V. A public place near Westminster Abbey.
333,20,1,0,PROLOGUE
334,20,1,1,SCENE I. London. An ante-chamber in the KING'S palace.
335,20,1,2,SCENE II. The same. The Presence chamber.
336,20,2,0,PROLOGUE
337,20,2,1,SCENE I. London. A street.
338,20,2,2,SCENE II. Southampton. A council-chamber.
339,20,2,3,SCENE III. London. Before a tavern.
340,20,2,4,SCENE IV. France. The KING'S palace.
341,20,3,0,PROLOGUE
342,20,3,1,SCENE I. France. Before Harfleur.
343,20,3,2,SCENE II. The same.
344,20,3,3,SCENE III. The same. Before the gates.
345,20,3,4,SCENE IV. The FRENCH KING's palace.
346,20,3,5,SCENE V. The same.
347,20,3,6,SCENE VI. The English camp in Picardy.
348,20,3,7,"SCENE VII. The French camp, near Agincourt:"
349,20,4,0,PROLOGUE
350,20,4,1,SCENE I. The English camp at Agincourt.
351,20,4,2,SCENE II. The French camp.
352,20,4,3,SCENE III. The English camp.
353,20,4,4,SCENE IV. The field of battle.
354,20,4,5,SCENE V. Another part of the field.
355,20,4,6,SCENE VI. Another part of the field.
356,20,4,7,SCENE VII. Another part of the field.
357,20,4,8,SCENE VIII. Before KING HENRY'S pavilion.
358,20,5,0,PROLOGUE
359,20,5,1,SCENE I. France. The English camp.
360,20,5,2,SCENE II. France. A royal palace.
361,21,1,1,SCENE I. Westminster Abbey.
362,21,1,2,SCENE II. France. Before Orleans.
363,21,1,3,SCENE III. London. Before the Tower.
364,21,1,4,SCENE IV. Orleans.
365,21,1,5,SCENE V. The same.
366,21,1,6,SCENE VI. The same.
367,21,2,1,SCENE I. Before Orleans.
368,21,2,2,SCENE II. Orleans. Within the town.
369,21,2,3,SCENE III. Auvergne. The COUNTESS's castle.
370,21,2,4,SCENE IV. London. The Temple-garden.
371,21,2,5,SCENE V. The Tower of London.
372,21,3,1,SCENE I. London. The Parliament-house.
373,21,3,2,SCENE II. France. Before Rouen.
374,21,3,3,SCENE III. The plains near Rouen.
375,21,3,4,SCENE IV. Paris. The palace.
376,21,4,1,SCENE I. Paris. A hall of state.
377,21,4,2,SCENE II. Before Bourdeaux.
378,21,4,3,SCENE III. Plains in Gascony.
379,21,4,4,SCENE IV. Other plains in Gascony.
380,21,4,5,SCENE V. The English camp near Bourdeaux.
381,21,4,6,SCENE VI. A field of battle.
382,21,4,7,SCENE VII. Another part of the field.
383,21,5,1,SCENE I. London. The palace.
384,21,5,2,SCENE II. France. Plains in Anjou.
385,21,5,3,SCENE III. Before Angiers.
386,21,5,4,SCENE IV. Camp of the YORK in Anjou.
387,21,5,5,SCENE V. London. The palace.
388,22,1,1,SCENE I. London. The palace.
389,22,1,2,SCENE II. GLOUCESTER'S house.
390,22,1,3,SCENE III. The palace.
391,22,1,4,SCENE IV. GLOUCESTER's garden.
392,22,2,1,SCENE I. Saint Alban's.
393,22,2,2,SCENE II. London. YORK'S garden.
394,22,2,3,SCENE III. A hall of justice.
395,22,2,4,SCENE IV. A street.
396,22,3,1,SCENE I. The Abbey at Bury St. Edmund's.
397,22,3,2,SCENE II. Bury St. Edmund's. A room of state.
398,22,3,3,SCENE III. A bedchamber.
399,22,4,1,SCENE I. The coast of Kent.
400,22,4,2,SCENE II. Blackheath.
401,22,4,3,SCENE III. Another part of Blackheath.
402,22,4,4,SCENE IV. London. The palace.
403,22,4,5,SCENE V. London. The Tower.
404,22,4,6,SCENE VI. London. Cannon Street.
405,22,4,7,SCENE VII. London. Smithfield.
406,22,4,8,SCENE VIII. Southwark.
407,22,4,9,SCENE IX. Kenilworth Castle.
408,22,5,1,SCENE I. Fields between Dartford and Blackheath.
409,22,5,2,SCENE II. Saint Alban's.
410,22,5,3,SCENE III. Fields near St. Alban's.
411,23,1,1,SCENE I. London. The Parliament-house.
412,23,1,2,SCENE II. Sandal Castle.
413,23,1,3,SCENE III. Field of battle betwixt Sandal Castle and Wakefield.
414,23,1,4,SCENE IV. Another part of the field.
415,23,2,1,SCENE I. A plain near Mortimer's Cross in Herefordshire.
416,23,2,2,SCENE II. Before York.
417,23,2,3,"SCENE III. A field of battle between Towton and Saxton, in"
418,23,2,4,SCENE IV. Another part of the field.
419,23,2,5,SCENE V. Another part of the field.
420,23,2,6,SCENE VI. Another part of the field.
421,23,3,1,SCENE I. A forest in the north of England.
422,23,3,2,SCENE II. London. The palace.
423,23,3,3,SCENE III. France. KING LEWIS XI's palace.
424,23,4,1,SCENE I. London. The palace.
425,23,4,2,SCENE II. A plain in Warwickshire.
426,23,4,3,"SCENE III. Edward's camp, near Warwick."
427,23,4,4,SCENE IV. London. The palace.
428,23,4,5,SCENE V. A park near Middleham Castle In Yorkshire.
429,23,4,6,SCENE VI. London. The Tower.
430,23,4,7,SCENE VII. Before York.
431,23,4,8,SCENE VIII. London. The palace.
432,23,5,1,SCENE I. Coventry.
433,23,5,2,SCENE II. A field of battle near Barnet.
434,23,5,3,SCENE III. Another part of the field.
435,23,5,4,SCENE IV. Plains near Teaksbury.
436,23,5,5,SCENE V. Another part of the field.
437,23,5,6,SCENE VI. London. The Tower.
438,23,5,7,SCENE VII. London. The palace.
439,24,1,0,PROLOGUE
440,24,1,1,SCENE I. London. An ante-chamber in the palace.
441,24,1,2,SCENE II. The same. The council-chamber.
442,24,1,3,SCENE III. An ante-chamber in the palace.
443,24,1,4,SCENE IV. A Hall in York Place.
444,24,2,1,SCENE I. Westminster. A street.
445,24,2,2,SCENE II. An ante-chamber in the palace.
446,24,2,3,SCENE III. An ante-chamber of the QUEEN'S apartments.
447,24,2,4,SCENE IV. A hall in Black-Friars.
448,24,3,1,SCENE I. London. QUEEN KATHARINE's apartments.
449,24,3,2,SCENE II. Ante-chamber to KING HENRY VIII's apartment.
450,24,4,1,SCENE I. A street in Westminster.
451,24,4,2,SCENE II. Kimbolton.
452,24,5,1,SCENE I. London. A gallery in the palace.
453,24,5,2,"SCENE II. Before the council-chamber. Pursuivants, Pages,  & c."
454,24,5,3,SCENE III. The Council-Chamber.
455,24,5,4,SCENE IV. The palace yard.
456,24,5,5,SCENE V. The palace.
457,25,1,1,SCENE I. KING JOHN'S palace.
458,25,2,1,SCENE I. France. Before Angiers.
459,25,3,1,SCENE I. The French King's pavilion.
460,25,3,2,SCENE II. The same. Plains near Angiers.
461,25,3,3,SCENE III. The same.
462,25,3,4,SCENE IV. The same. KING PHILIP'S tent.
463,25,4,1,SCENE I. A room in a castle.
464,25,4,2,SCENE II. KING JOHN'S palace.
465,25,4,3,SCENE III. Before the castle.
466,25,5,1,SCENE I. KING JOHN'S palace.
467,25,5,2,SCENE II. LEWIS's camp at St. Edmundsbury.
468,25,5,3,SCENE III. The field of battle.
